阿爸	aaba
并有	byyb
并在	byz
不可造次	bkzc
并在	byzl
饼子	byzi
禀奏	byzb
波澜不惊	blbj
不伦不类	blbl
不理睬	blc
不吝赐教	blcj
白兰地	bld
波罗的海	bldh
薄利多销	bldx
不劳而获	bleh
不露锋芒	blfm
拨乱反正	blfv
巴拉圭	blg
博览会	blh
碧螺春	bli
百炼成钢	blig
鬓乱钗横	blih
半路出家	blij
兵临城下	blix
不了解	blj
兵来将挡	bljd
濒临绝境	bljj
不落窠臼	blkj
筚路蓝缕	blll
不了了之	bllv
爆冷门	blm
舶来品	blp
步履蹒跚	blpu
保龄球	blq
壁立千仞	blqr
博览群书	blqu
表里如一	blry
布鲁塞尔	blse
巴勒斯坦	blst
壁垒森严	blsy
柏拉图	blt
百里挑一	blty
比利时	blu
不露声色	blus
不吝指教	blvj
波澜壮阔	blvk
芭蕾舞	blw
逼良为娼	blwi
步履维艰	blwj
包罗万象	blwx
暴露无遗	blwy
别来无恙	blwy
半老徐娘	blxn
不利于	bly
不留余地	blyd
不明不白	bmbb
编报	bmbk
辩白	bmbl
辩驳	bmbo
辨别	bmbx
遍布	bmbu
辩才	bmcl
鞭策	bmce
辩词	bmci
便餐	bmcj
变大	bmda
编导	bmdk
变得	bmde
便当	bmdh
贬低	bmdi
扁担	bmdj
编订	bmdy
变电	bmdm
变调	bmdc
变动	bmds
编队	bmdv
本末倒置	bmdv
扁豆	bmdb
不谋而合	bmeh
蝙蝠	bmf
变法	bmfa
边锋	bmfg
边防	bmfh
便饭	bmfj
蝙蝠	bmfu
变革	bmge
变更	bmgg
边关	bmgr
变故	bmgu
便给	bmgz
变卦	bmgw
编号	bmhk
鞭痕	bmhf
变坏	bmhy
变换	bmhr
辩护	bmhu
变化	bmhw
变差	bmia
编程	bmig
变成	bmig
边长	bmih
贬斥	bmii
编创	bmid
编出	bmiu
边陲	bmiv
编辑	bmj
编辑	bmji
边境	bmjy
边疆	bmjd
边检	bmjm
边角	bmjc
便捷	bmjx
编就	bmjq
编剧	bmju
变价	bmjw
便可	bmke
边框	bmkd
变老	bmlk
变了	bmle
变冷	bmlg
便利	bmli
遍览	bmlj
变量	bmld
八面玲珑	bmll
变脸	bmlm
编列	bmlx
辩论	bmlp
编码	bmm
编码	bmma
便民	bmmn
边贸	bmmk
变卖	bmml
边门	bmmf
便秘	bmmi
辨明	bmmy
本命年	bmn
班门弄斧	bmnf
便溺	bmni
编年	bmnm
变暖	bmnr
编内	bmnz
变频	bmpn
鞭炮	bmpk
编排	bmpl
变盘	bmpj
扁平	bmpy
编配	bmpz
变迁	bmq
变强	bmqd
变迁	bmqm
扁鹊	bmqt
编曲	bmqu
不谋其政	bmqv
边卡	bmqw
辨认	bmrf
编入	bmru
边塞	bmsl
变色	bmse
闭门思过	bmsg
变速	bmsu
贬损	bmsp
变态	bmt
鞭挞	bmta
扁桃	bmtk
变态	bmtl
变体	bmti
变天	bmtm
便条	bmtc
变通	bmts
变身	bmuf
边上	bmuh
遍山	bmuj
变数	bmuu
不毛之地	bmvd
编者	bmve
变阵	bmvf
辩证	bmvg
编制	bmvi
便装	bmvd
编撰	bmvr
变种	bmvs
编著	bmvu
百忙之中	bmvv
拔苗助长	bmvv
北美洲	bmvb
编外	bmwl
八面威风	bmwf
编舞	bmwu
表面文章	bmwv
变为	bmwz
白马王子	bmwz
变心	bmxn
宝马香车	bmxi
变形	bmxy
变相	bmxd
变现	bmxm
变小	bmxc
编写	bmxx
编修	bmxq
便血	bmxt
遍寻	bmxp
兵马俑	bmy
变压	bmya
编印	bmyn
遍野	bmye
变样	bmyh
编译	bmyi
边沿	bmyj
边缘	bmyr
便用	bmys
便于	bmyu
便有	bmyb
编造	bmzk
便在	bmzl
辫子	bmzi
闭门造车	bmzi
变作	bmzo
编纂	bmzr
编组	bmzu
不鸣则已	bmzy
变奏	bmzb
标靶	bcba
表白	bcbl
标本	bcbf
标榜	bcbh
标兵	bcby
裱褙	bcbz
表层	bcc
表册	bcce
表层	bccg
表达	bcd
表达	bcda
表带	bcdl
标的	bcdi
表单	bcdj
标定	bcdy
标点	bcdm
不耐烦	bnf
表格	bcg
表格	bcge
标杆	bcgj
表功	bcgs
彪悍	bchj
裱糊	bchu
裱画	bchw
标出	bci
飙车	bcie
百鸟朝凤	bnif
标尺	bcii
标出	bciu
不念旧恶	bnje
标记	bcji
标间	bcjm
表姐	bcjx
表舅	bcjq
表决	bcjt
镖局	bcju
标价	bcjw
表壳	bck
表壳	bcke
表露	bcl
表里	bcli
表链	bclm
表露	bclu
巴拿马	bnma
表明	bcmy
表面	bcmm
标致	bcmv
表妹	bcmz
表内	bcnz
百年难遇	bnny
表皮	bcpi
表亲	bcqn
骠骑	bcqi
表情	bcqy
标枪	bcqd
标签	bcqm
表嫂	bcs
表嫂	bcsk
饱暖思淫欲	bnsy
标题	bct
表态	bctl
标题	bcti
标贴	bctx
表头	bctb
标识	bcu
搬弄是非	bnuf
飙升	bcug
标上	bcuh
表示	bcui
表率	bcuy
百年树人	bnur
表述	bcuu
标准	bcv
表针	bcvf
表彰	bcvh
标志	bcvi
标注	bcvu
标准	bcvp
表外	bcw
表外	bcwl
表现	bcx
笨鸟先飞	bnxf
表形	bcxy
表象	bcxd
表现	bcxm
表兄	bcxs
不难想象	bnxx
表演	bcy
表页	bcye
表扬	bcyh
表演	bcyj
标语	bcyu
标有	bcyb
婊子	bcz
不能自拔	bnzb
婊子	bczi
不能自已	bnzy
博爱	boa
博爱	boai
博鳌	boao
播报	bobk
薄板	bobj
薄冰	boby
伯伯	bobo
菠菜	bocl
拨打	boda
波导	bodk
博得	bode
剥掉	bodc
剥夺	bodo
波段	bodr
波动	bods
搏斗	bodb
波恩	boen
播发	bofa
波峰	bofg
播放	bofh
拨付	bofu
拨给	bog
脖颈	bogg
剥光	bogd
拨给	bogz
拨号	boh
拨号	bohk
渤海	bohl
薄荷	bohe
驳回	bohv
波黑	bohz
帛画	bohw
播出	boi
波长	boih
驳斥	boii
薄产	boij
驳船	boir
播出	boiu
波及	boji
播讲	bojd
跛脚	bojc
薄酒	bojq
伯爵	bojt
拨开	bokl
博客	boke
拨款	bokr
柏林	boln
伯乐	bole
波浪	bolh
玻璃	boli
波澜	bolj
菠萝	bolo
薄命	bomy
薄面	bomm
伯母	bomu
拨弄	bons
剥皮	bop
剥皮	bopi
博取	boq
勃起	boqi
薄情	boqy
博取	boqu
般若	bore
薄弱	boro
拨入	boru
播送	bos
播撒	bosa
波斯	bosi
播送	boss
波涛	bot
波涛	botk
拨通	bots
搏杀	boua
博士	boui
波折	bove
薄纸	bovi
播种	bovs
波纹	bowf
博物	bowu
泊位	bowz
剥削	box
剥削	boxt
剥下	boxw
博弈	boy
播音	boyn
博弈	boyi
播映	boyy
钵盂	boyu
驳杂	boza
脖子	bozi
跛足	bozu
别把	bxba
别被	bxbz
不偏不倚	bpby
别催	bxc
别催	bxcv
别的	bxde
别当	bxdh
别动	bxds
别管	bxg
别国	bxgo
别管	bxgr
不平衡	bph
别号	bxhk
别慌	bxhd
别后	bxhb
别吵	bxi
别吵	bxik
别称	bxig
别处	bxiu
别急	bxj
别急	bxji
蹩脚	bxjc
别具	bxju
别家	bxjw
别开	bxkl
别克	bxke
别看	bxkj
别哭	bxku
别离	bxl
别来	bxll
别了	bxle
别离	bxli
杯盘狼藉	bplj
别恋	bxlm
别论	bxlp
别忙	bxm
憋闷	bxmf
别忙	bxmh
别名	bxmy
别扭	bxn
别闹	bxnk
别扭	bxnq
别弄	bxns
别怕	bxp
别怕	bxpa
别跑	bxpk
别碰	bxpg
别去	bxq
憋气	bxqi
别情	bxqy
别去	bxqu
别人	bxr
别人	bxrf
别让	bxrh
憋死	bxs
憋死	bxsi
瘪三	bxsj
别提	bxt
别提	bxti
白皮书	bpu
别傻	bxua
别上	bxuh
别是	bxui
别说	bxuo
别墅	bxuu
别手	bxub
别致	bxv
憋着	bxve
别针	bxvf
别致	bxvi
别传	bxvr
憋住	bxvu
别忘	bxw
别问	bxwf
别忘	bxwh
别无	bxwu
别为	bxwz
别想	bxxd
别笑	bxxc
不便宜	bpy
别样	bxyh
别用	bxys
别再	bxzl
别字	bxzi
憋足	bxzu
别走	bxzb
不欺暗室	bqau
不清不楚	bqbi
不屈不挠	bqbn
不期而遇	bqey
不清楚	bqi
冰淇淋	bql
兵强马壮	bqmv
屏气凝神	bqnu
避其锐气	bqrq
版权所有	bqsy
包青天	bqt
不切实际	bquj
不求甚解	bquj
搬起石头	bqut
不情之请	bqvq
不起眼	bqy
冰清玉洁	bqyj
不仁不义	brby
勃然大怒	brdn
病入膏肓	brgh
白热化	brh
步人后尘	brhi
不入虎穴	brhx
不入虎穴焉得虎子	brhz
哺乳类	brl
哺乳期	brq
不认识	bru
步入正轨	brvg
不容置疑	brvy
不忍心	brx
兵戎相见	brxj
不容易	bry
不忍卒读	brzd
白日做梦	brzm
半死不活	bsbh
百思不解	bsbj
不三不四	bsbs
不思悔改	bshg
不思进取	bsjq
变色龙	bsl
巴塞罗那	bsln
不算数	bsu
不速之客	bsvk
波斯湾	bsw
不死心	bsx
半推半就	btbj
不吐不快	btbk
不痛不痒	btby
拜天地	btd
白头到老	btdl
半途而废	btef
不同凡响	btfx
白天黑夜	bthy
遍体鳞伤	btlu
半透明	btm
悲天悯人	btmr
暴跳如雷	btrl
抱头痛哭	bttk
暴殄天物	bttw
半桶水	btu
抱头鼠窜	btuc
冰天雪地	btxd
白头偕老	btxl
波涛汹涌	btxy
不同意	bty
悲痛欲绝	btyj
不安	buan
不是吧	bub
不报	bubk
不败	bubl
不笨	bubf
不必	bubi
补办	bubj
笨手笨脚	bubj
步兵	buby
不变	bubm
不薄	bubo
半身不遂	bubs
半生不熟	bubu
不备	bubz
不声不响	bubx
比上不足比下有余	buby
比上不足	bubz
不错	buc
不测	buce
不曾	bucg
补仓	buch
不辞	buci
不错	buco
不但	bud
不大	buda
不到	budk
板上钉钉	budd
不得	bude
不等	budg
不当	budh
不敌	budi
不但	budj
补丁	budy
布点	budm
步调	budc
不多	budo
不断	budr
不懂	buds
部队	budv
不都	budb
不二	bue
不二	buer
步伐	bufa
部分	buff
不妨	bufh
不凡	bufj
不符	bufu
不菲	bufz
饱受非议	bufy
不管	bug
不高	bugk
不该	bugl
不跟	bugf
不敢	bugj
不怪	bugy
不光	bugd
不过	bugo
不管	bugr
不公	bugs
不顾	bugu
不贵	bugv
不给	bugz
卜卦	bugw
不够	bugb
不会	buh
不好	buhk
不识好歹	buhd
不和	buhe
不很	buhf
班师回朝	buhi
不含	buhj
不坏	buhy
不慌	buhd
捕获	buho
不还	buhr
不会	buhv
不识好人心	buhx
补充	bui
不差	buia
不成	buig
补偿	buih
不揣	buiy
补充	buis
不出	buiu
杯水车薪	buix
不愁	buib
备受煎熬	buja
不仅	bujn
不及	buji
布景	bujy
部件	bujm
不解	bujx
不久	bujq
不倦	bujr
不觉	bujt
布局	buju
不假	bujw
补考	bukk
不开	bukl
不可	buke
不肯	bukf
不吭	bukg
宝山空回	bukh
不堪	bukj
不快	buky
百事可乐	bukl
布控	buks
不哭	buku
不愧	bukv
不扣	bukb
不吝	buln
捕捞	bulk
不赖	bull
不冷	bulg
不理	buli
不灵	buly
不良	buld
不料	bulc
部落	bulo
捕猎	bulx
不留	bulq
备受凌辱	bulr
逼上梁山	bulu
步履	bulv
不累	bulz
不论	bulp
不漏	bulb
不是吗	bum
补码	buma
不买	buml
部门	bumf
不忙	bumh
不满	bumj
不明	bumy
不免	bumm
不妙	bumc
不灭	bumx
不能	bun
补脑	bunk
不能	bung
不难	bunj
不怕	bupa
补品	bupn
布匹	bupi
不平	bupy
补票	bupc
不配	bupz
不全	buq
不胜其烦	buqf
不起	buqi
白手起家	buqj
步枪	buqd
不巧	buqc
不求	buqq
不全	buqr
不缺	buqt
不去	buqu
冰释前嫌	buqx
不如	bur
不热	bure
不忍	burf
不让	burh
不日	buri
不然	burj
不容	burs
不如	buru
不胜荣幸	burx
不算	bus
不死	busi
不算	busr
不送	buss
不疼	butg
不提	buti
不识抬举	butj
不停	buty
布条	butc
不妥	buto
补贴	butx
不同	buts
不图	butu
不透	butb
捕杀	buua
不少	buuk
不慎	buuf
不胜	buug
不是	buui
不擅	buuj
不衰	buuy
不爽	buud
不说	buuo
部署	buuu
补税	buuv
不识时务	buuw
不顺	buup
部首	buub
不真	buvf
部长	buvh
布置	buvi
捕捉	buvo
饱食终日	buvr
不重	buvs
补助	buvu
不时之需	buvx
不准	buvp
步骤	buvb
不失为	buw
不外	buwl
不问	buwf
不忘	buwh
榜上无名	buwm
不无	buwu
部位	buwz
必输无疑	buwy
不信	buxn
不惜	buxi
不行	buxy
不想	buxd
不限	buxm
不小	buxc
不屑	buxx
不朽	buxq
不许	buxu
不下	buxw
不逊	buxp
不雅	buya
不说也罢	buyb
不要	buyk
补养	buyh
不宜	buyi
不严	buyj
不应	buyy
榜上有名	buym
不愿	buyr
不用	buys
不悦	buyt
不予	buyu
背水一战	buyv
败事有余	buyy
不由	buyb
不在	buzl
不择	buze
步子	buzi
不做	buzo
不足	buzu
不遵	buzp
百战不殆	bvbd
百折不回	bvbh
不知不觉	bvbj
不着边际	bvbj
不折不扣	bvbk
保质保量	bvbl
百折不挠	bvbn
百战百胜	bvbu
半遮半掩	bvby
不知道	bvd
不值得	bvde
不知好歹	bvhd
白纸黑字	bvhz
保证金	bvj
不知就里	bvjl
避重就轻	bvjq
不知进退	bvjt
不置可否	bvkf
半殖民地	bvmd
不值钱	bvq
不知其二	bvqe
不知轻重	bvqv
宾至如归	bvrg
不知所措	bvsc
不知所终	bvsv
不知所云	bvsy
不知天高地厚	bvth
不只是	bvu
不知深浅	bvuq
必争之地	bvvd
不正之风	bvvf
伯仲之间	bvvj
不治之症	bvvv
不知羞耻	bvxi
不至于	bvy
不值一提	bvyt
不长一智	bvyv
秉烛夜游	bvyy
敝帚自珍	bvzv
悲哀	bza
悲哀	bzai
备案	bzan
卑鄙	bzb
背包	bzbk
不温不火	bwbh
卑鄙	bzbi
百闻不如一见	bwbj
北边	bzbm
北部	bzbu
不闻不问	bwbw
北侧	bzce
悲惨	bzcj
北大	bzd
北大	bzda
被盗	bzdk
背带	bzdl
背地	bzdi
被单	bzdj
北段	bzdr
被动	bzds
背对	bzdv
北斗	bzdb
贝尔	bzer
被罚	bzfa
备份	bzff
北风	bzfg
北方	bzfh
背负	bzfu
北非	bzfz
被告	bzgk
悲歌	bzge
倍感	bzgj
背光	bzgd
北国	bzgo
悲观	bzgr
不无关系	bwgx
备好	bzhk
北海	bzhl
备货	bzho
悲欢	bzhr
不外乎	bwhu
背后	bzhb
备查	bzi
备查	bzia
备尝	bzih
悲怆	bzid
别无长物	bwiw
悲愁	bzib
北极	bzji
百无禁忌	bwjj
背景	bzjy
北京	bzjy
卑贱	bzjm
倍觉	bzjt
悲剧	bzju
倍加	bzjw
背靠	bzkk
贝壳	bzke
悲苦	bzku
被困	bzkp
被扣	bzkb
碑林	bzln
贝勒	bzle
背离	bzli
百无聊赖	bwll
卑劣	bzlx
北路	bzlu
贝类	bzlz
悖论	bzlp
背篓	bzlb
悲悯	bzmn
北门	bzmf
悲鸣	bzmy
背面	bzmm
悖谬	bzmq
贝母	bzmu
北美	bzmz
背囊	bzn
背囊	bznh
北欧	bzou
背叛	bzpj
北平	bzpy
被骗	bzpm
被迫	bzpo
背起	bzqi
博闻强记	bwqj
悲情	bzqy
被抢	bzqd
悲切	bzqx
博闻强识	bwqu
被褥	bzru
背诵	bzs
贝司	bzsi
别无所求	bwsq
背诵	bzss
倍速	bzsu
悲痛	bzt
碑拓	bzta
被套	bztk
备胎	bztl
别无他法	bwtf
悲啼	bzti
悲叹	bztj
碑亭	bzty
倍添	bztm
碑帖	bztx
悲痛	bzts
被杀	bzua
悲伤	bzuh
碑石	bzui
备受	bzub
备注	bzv
背着	bzve
备战	bzvj
悲壮	bzvd
备注	bzvu
不务正业	bwvy
碑文	bzwf
备忘	bzwh
被窝	bzwo
不为瓦全	bwwq
卑微	bzwz
不为五斗米折腰	bwwy
背心	bzxn
悲喜	bzxi
背向	bzxd
备选	bzxr
别无选择	bwxz
备用	bzy
北亚	bzya
背阴	bzyn
霸王硬上弓	bwyg
北洋	bzyh
背影	bzyy
备用	bzys
北约	bzyt
百无一是	bwyu
百无一用	bwyy
备有	bzyb
倍增	bzzg
被子	bzzi
白雪皑皑	bxaa
便携版	bxb
不许百姓点灯	bxbd
不修边幅	bxbf
不徐不疾	bxbj
本乡本土	bxbt
半信半疑	bxby
冰雪聪明	bxcm
不虚此行	bxcx
博学多才	bxdc
彪形大汉	bxdh
博学多闻	bxdw
碧血丹心	bxdx
败兴而归	bxeg
不相符	bxf
不习惯	bxg
不惜工本	bxgb
兵行诡道	bxgd
八仙过海	bxgh
八仙过海各显神通	bxgt
不像话	bxh
不相称	bxi
笔下超生	bxiu
抱薪救火	bxjh
悲喜交集	bxjj
表现力	bxl
必先利其器	bxlq
标新立异	bxly
本性难移	bxny
必需品	bxp
保修期	bxq
避凶趋吉	bxqj
败絮其中	bxqv
背信弃义	bxqy
不省人事	bxru
不徇私情	bxsq
八小时	bxu
不相上下	bxux
不祥之兆	bxvv
冰消瓦解	bxwj
不相为谋	bxwm
不学无术	bxwu
不相信	bxx
不需要	bxy
不屑一顾	bxyg
比下有余	bxyy
不肖子孙	bxzs
不一般	byb
不依不饶	bybr
百依百顺	bybu
不阴不阳	byby
不一定	byd
别有洞天	bydt
不翼而飞	byef
不约而同	byet
不言而喻	byey
不一而足	byez
不由分说	byfu
别有风味	byfw
不应该	byg
边缘化	byh
必有后福	byhf
不要紧	byj
不宜久留	byjl
拨云见日	byjr
不要脸	byl
不亦乐乎	bylh
饱以老拳	bylq
比翼连枝	bylv
布宜诺斯艾利斯	byns
不厌其烦	byqf
半夜三更	bysg
别有天地	bytd
比翼双飞	byuf
不一致	byv
不义之财	byvc
布衣之交	byvj
必由之路	byvl
不予置评	byvp
不以为耻	bywi
不远万里	bywl
不以为然	bywr
不以为意	bywy
必要性	byx
闭月羞花	byxh
不一样	byy
不遗余力	byyl
必有一失	byyu
别有用心	byyx
不由自主	byzv
不早不晚	bzbw
不在此列	bzcl
不足挂齿	bzgi
不在乎	bzh
不在话下	bzhx
不早了	bzl
不自量力	bzll
笔走龙蛇	bzlu
八字没一撇	bzmp
抱子弄孙	bzns
不足取	bzq
不在其位不谋其政	bzqv
不在其位	bzqw
不择手段	bzud
百足之虫	bzvi
不足为外人道	bzwd
不足为据	bzwj
败则为寇	bzwk
不足为凭	bzwp
不足为奇	bzwq
不足以	bzy
不足与谋	bzym
擦背	cab
擦边	cabm
擦背	cabz
擦擦	cac
擦擦	caca
擦掉	cad
擦掉	cadc
擦粉	caff
擦干	cag
擦干	cagj
擦汗	cah
擦痕	cahf
擦汗	cahj
擦除	cai
擦除	caiu
擦肩	caj
擦净	cajy
擦肩	cajm
擦亮	cal
擦亮	cald
擦脸	calm
擦抹	camo
擦破	cap
擦破	capo
擦去	caq
擦枪	caqd
擦去	caqu
擦身	cauf
擦伤	cauh
擦拭	caui
擦着	cave
擦网	cawh
擦洗	cax
擦洗	caxi
擦鞋	caxx
擦药	cayk
擦油	cayb
擦澡	cazk
残兵败将	cbbj
寸步不离	cbbl
残暴不仁	cbbr
残编断简	cbdj
词不达意	cbdy
猝不及防	cbjf
错不了	cbl
残杯冷炙	cblv
寸步难行	cbnx
惨不忍睹	cbrd
错别字	cbz
草案	ckan
草包	ckb
草包	ckbk
措辞不当	ccbd
草本	ckbf
操办	ckbj
寸草不留	ccbl
草编	ckbm
参差不齐	ccbq
寸草不生	ccbu
曹操	ckck
参差错落	cccl
草丛	ckcs
操刀	ckdk
草地	ckdi
操蛋	ckdj
璀璨夺目	ccdm
草堆	ckdv
草稿	ckg
草稿	ckgk
草根	ckgf
草果	ckgo
操场	ckih
操持	ckii
草创	ckid
草船	ckir
草芥	ckjx
操控	ckks
草寇	ckkb
操劳	ckl
操劳	cklk
操练	cklm
草料	cklc
草草了事	cclu
草绿	cklv
草类	cklz
草民	ckmn
草帽	ckmk
草蜢	ckmg
草莽	ckmh
糙米	ckmi
匆匆忙忙	ccmm
草木	ckmu
草莓	ckmz
草拟	ckn
草拟	ckni
操盘	ckp
草棚	ckpg
操盘	ckpj
草坪	ckpy
草签	ckq
操起	ckqi
草签	ckqm
草酸	cks
草色	ckse
草酸	cksr
草图	ckt
草堂	ckth
草图	cktu
草头	cktb
草率	cku
草绳	ckug
草率	ckuy
草书	ckuu
操守	ckub
操着	ckve
草纸	ckvi
草屋	ckw
草屋	ckwu
操心	ckx
操心	ckxn
草席	ckxi
草鞋	ckxx
草原	cky
草药	ckyk
草叶	ckye
从此以后	ccyh
草原	ckyr
草约	ckyt
草鱼	ckyu
操作	ckz
嘈杂	ckza
草字	ckzi
操作	ckzo
操纵	ckzs
财宝	clb
财宝	clbk
彩笔	clbi
菜板	clbj
裁并	clby
采编	clbm
财帛	clbo
猜猜	clcl
猜测	clce
猜错	clco
彩电	cld
菜刀	cldk
彩带	cldl
菜地	cldi
菜单	cldj
裁定	cldy
彩电	cldm
猜度	cldu
财富	clf
采访	clfh
财富	clfu
才敢	clg
菜根	clgf
才干	clgj
才怪	clgy
采光	clgd
菜馆	clgr
菜瓜	clgw
采购	clgb
才华	clh
才好	clhk
踩坏	clhy
彩虹	clhs
才会	clhv
才华	clhw
财产	cli
彩池	clii
财产	clij
猜出	cliu
彩绸	clib
财经	clj
采集	clji
财经	cljy
裁减	cljm
裁决	cljt
才具	clju
菜价	cljw
裁军	cljp
才肯	clkf
财会	clky
采矿	clkd
材料	cll
财力	clli
菜篮	cllj
彩铃	clly
裁量	clld
材料	cllc
才略	cllt
财路	cllu
彩民	clmn
财贸	clmk
猜谜	clmi
菜名	clmy
采煤	clmz
才能	cln
采纳	clna
才能	clng
财年	clnm
菜鸟	clnc
采暖	clnr
菜农	clns
才女	clnv
菜品	clpn
彩排	clpl
彩喷	clpf
裁判	clpj
彩屏	clpy
彩票	clpc
菜谱	clpu
财大气粗	cdqc
才气	clqi
才情	clqy
彩桥	clqc
裁切	clqx
彩球	clqq
猜拳	clqr
采取	clqu
彩裙	clqp
彩色	cls
彩色	clse
采桑	clsh
才思	clsi
彩塑	clsu
踩踏	clt
踩踏	clta
菜汤	clth
菜摊	cltj
菜田	cltm
财团	cltr
彩图	cltu
彩头	cltb
财神	cluf
财税	cluv
财政	clv
彩照	clvk
采摘	clvl
踩着	clve
财政	clvg
财长	clvh
材质	clvi
彩妆	clvd
猜中	clvs
财主	clvu
财务	clw
此地无银三百两	cdwl
财务	clwu
彩信	clx
彩信	clxn
菜系	clxi
才行	clxy
猜想	clxd
财险	clxm
采写	clxx
才学	clxt
彩霞	clxw
采用	cly
彩印	clyn
菜肴	clyk
菜叶	clye
采样	clyh
猜疑	clyi
裁员	clyr
采用	clys
彩云	clyp
才有	clyb
才子	clzi
侧边	ceb
侧边	cebm
测定	cedy
策动	ceds
测度	cedu
侧耳	cee
侧耳	ceer
册封	cef
册封	cefg
侧方	cefh
策反	cefj
测高	cegk
测光	cegd
策划	ceh
测绘	cehv
策划	cehw
侧后	cehb
测出	ceiu
侧近	cejn
侧记	ceji
测距	ceju
测控	ceks
测量	cel
册立	celi
测量	celd
策略	celt
策论	celp
侧面	cem
侧门	cemf
侧面	cemm
侧目	cemu
侧旁	ceph
测评	cepy
恻然	cerj
厕所	ces
厕所	ceso
测算	cesr
测速	cesu
测试	ceu
侧身	ceuf
测试	ceui
侧睡	ceuv
侧转	cevr
侧重	cevs
侧闻	cewf
侧卧	cewo
侧线	cexm
测验	cey
恻隐	ceyn
侧翼	ceyi
测验	ceyj
策应	ceyy
册子	cez
册子	cezi
侧足	cezu
涔涔	cfcf
参差	cfci
岑寂	cfji
餐风宿露	cfsl
才高八斗	cgbd
层次	cgc
层层	cgcg
层次	cgci
从古到今	cgdj
层叠	cgdx
曾对	cgdv
层高	cgg
层高	cggk
曾经	cgj
层级	cgji
曾经	cgjy
层峦	cglr
残羹冷炙	cglv
层楼	cglb
层面	cgm
层面	cgmm
曾任	cgr
曾任	cgrf
曾是	cgui
曾说	cguo
层数	cguu
从古至今	cgvj
曾以	cgyi
曾有	cgyb
曾在	cgzl
苍白	chb
藏宝	chbk
苍白	chbl
残花败柳	chbl
苍苍	chch
仓促	chcu
苍翠	chcv
藏躲	chdo
舱盖	chgl
沧海	chh
沧海	chhl
仓皇	chhd
才华横溢	chhy
仓皇出逃	chit
仓储	chiu
才华出众	chiv
催化剂	chj
苍劲	chjn
苍劲	chjy
藏奸	chjm
藏娇	chjc
仓颉	chjx
仓库	chk
仓库	chku
舱口	chkb
苍老	chl
苍老	chlk
苍凉	chld
苍茫	chm
舱门	chmf
苍茫	chmh
藏匿	chn
藏匿	chni
舱内	chnz
藏品	chp
藏品	chpn
苍穹	chq
苍穹	chqs
苍然	chrj
沧桑	chs
沧桑	chsh
藏私	chsi
苍松	chss
沧海桑田	chst
苍天	cht
苍天	chtm
藏书	chu
仓皇失措	chuc
藏身	chuf
苍生	chug
舱室	chui
苍山	chuj
藏书	chuu
藏着	chve
藏拙	chvo
沧州	chvb
仓位	chwz
苍蝇	chy
藏掖	chye
苍蝇	chyy
沧海一粟	chys
沧海遗珠	chyv
存乎一心	chyx
藏在	chz
藏在	chzl
此话怎讲	chzj
慈爱	ciai
此案	cian
词霸	ciba
磁暴	cibk
此唱彼和	cibh
此病	ciby
辞别	cibx
